analysis_id	main_figure_or_supplement	active_script	direct_input	direct_output	language	environment	status	notes
A048	Local import dependency of PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/05_run_analysis.py	scripts/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/coupling_math.py	No direct I/O expression detected; helper/imported behavior requires module contract review	No direct I/O expression detected; helper/imported behavior requires module contract review	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Local import dependency of PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/05_run_analysis.py; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A049	Analytical module PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1	scripts/07_perturbation/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/04_projection.py	jl(Q / 'SOURCE_GATE_LOCK.json') | read(OUT / (P + '_PERTURBATION_BACKGROUND_UNIVERSE.tsv')) | read(A / 'AF35_ORDERED_GENES.tsv')	save(pd.concat(allranks, ignore_index=True), OUT / (P + '_GENE_LEVEL_ORIENTED_RANKS.tsv')) | save(program, OUT / (P + '_SYSTEM_PROGRAM_SHIFT.tsv')) | save(pd.concat(refall, ignore_index=True), OUT / (P + '_SYSTEM_RANDOM_REFERENCE.tsv'))	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A050	Local import dependency of PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/04_projection.py	scripts/07_perturbation/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/common.py	pd.read_csv(p, sep='\t', float_precision='round_trip', **kw) | Path(p).read_text(encoding='utf-8')	pd.DataFrame(x).to_csv(p, sep='\t', index=False, na_rep='NA') | Path(p).write_text(s, encoding='utf-8') | write(p, json.dumps(x, ensure_ascii=False, indent=2))	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Local import dependency of PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/04_projection.py; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A051	Analytical module 新绘图流程	scripts/07_perturbation/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase0_v1/scripts/02_build_phase0_audits.py	pd.read_csv(authority / '10_qa/DELIVERABLE_MANIFEST_SHA256.tsv', sep='\t') | pd.read_csv(program_source, sep='\t', keep_default_na=False) | (RAW / 'Chemin_2018_SuppMat_web_extraction.txt').read_text(encoding='utf-8')	tsv(local, '07_qa/LOCAL_AUTHORITY_HASH_VERIFICATION.tsv') | tsv(sup, '01_source/Chemin_2018_HD_TABLE1_TRANSCRIPTION.tsv') | tsv([dict(seq_id=k, opposite_orientation=v['placement_annot']['is_aln_opposite_orientation'], hgvs=';'.join((a['hgvs'] for a in v['alleles'])), inserted_alleles=';'.join((a['allele']['spdi']['inserted_sequence'] for a in v['alleles']))) for k, v in placements.items() if k in ['NC_000001.11', 'NM_015967.7', 'NM_015967.8', 'NP_057051.4']], '02_genotype/RS2476601_REFERENCE_PLACEMENTS.tsv')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A052	Analytical module PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1	scripts/07_perturbation/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/scripts/02_execute_fixed_analysis.py	pd.read_excel(matrix_path, engine='openpyxl') | pd.read_csv(I / 'GSE94859_SAMPLE_PAIRING_LEDGER.tsv', sep='\t', keep_default_na=False) | pd.read_csv(I / 'GSE94859_GENOTYPE_MAPPING.tsv', sep='\t')	js(dict(started_utc=datetime.datetime.now(datetime.timezone.utc).isoformat(), methods_sha256=sha(ROOT / '01_manifest/METHODS_LOCK.json'), manifest_sha256=sha(ROOT / '01_manifest/PTPN22_HUMAN_GENETIC_ACTIVATION_PHASE1_MANIFEST.md'), analysis_code_sha256=sha(Path(__file__))), 'logs/ANALYSIS_START.json') | tsv(recheck, '08_qa/PAIRING_RECHECK.tsv') | tsv(target_checks, '08_qa/TARGET_MATRIX_RECHECK.tsv')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A053	Analytical module PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1	scripts/07_perturbation/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/scripts/03_independent_numeric_qa.py	pd.read_excel(I / 'GSE94859_RPKMs.xlsx', engine='openpyxl') | pd.read_csv(I / 'PTPN22_MECHANISM_PROGRAMS_FROZEN.tsv', sep='\t') | pd.read_csv(ROOT / '03_primary/GSE94859_AF35_ACTIVATION_DELTA.tsv', sep='\t')	pd.DataFrame(checks).to_csv(ROOT / '08_qa/INDEPENDENT_NUMERIC_QA.tsv', sep='\t', index=False)	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A054	Analytical module PTPN22_STATE_AXIS_SPECIFICITY_v1	scripts/02_state_architecture/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/00_reuse_sources.py	pd.read_csv(OLD / '09_qa/DELIVERABLE_MANIFEST_SHA256.tsv', sep='\t') | pd.read_csv(OLD / '01_source/RELEASED_STATE_ORDER.tsv', sep='\t') | pd.read_csv(ROOT / 'data/ANALYSIS_INPUT_RESPONSE_BLIND.tsv.gz', sep='\t')	pd.DataFrame(verified).to_csv(ROOT / '09_qa/PREDECESSOR_INITIAL_HASH_VERIFICATION.tsv', sep='\t', index=False) | pd.DataFrame(audit).to_csv(ROOT / '01_source/SOURCE_REUSE_AUDIT.tsv', sep='\t', index=False, na_rep='NA') | pd.DataFrame(audit)[['path', 'bytes', 'sha256', 'previous_sha256']].to_csv(ROOT / '01_source/SOURCE_SHA256.tsv', sep='\t', index=False)	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A055	Analytical module PTPN22_STATE_AXIS_SPECIFICITY_v1	scripts/02_state_architecture/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/02_analyze.py	read(ROOT / 'data/ANALYSIS_INPUT_RESPONSE_BLIND.tsv.gz') | read(ROOT / '03_lineage/PTPN22_STATE_LINEAGE_MAP.tsv') | pd.read_csv(p, sep='\t')	(ROOT / 'logs/EFFECT_RUN_STARTED.json').write_text(json.dumps(dict(started_utc=datetime.datetime.now(datetime.timezone.utc).isoformat(), manifest_sha256=lock['hashes']['02_manifest/PTPN22_STATE_AXIS_SPECIFICITY_ANALYSIS_MANIFEST_V1.md']), indent=2)) | save('03_lineage/PTPN22_LINEAGE_ELIGIBILITY.tsv', eligibility) | save('03_lineage/PTPN22_AF35_LINEAGE_RESIDUAL_COUPLING.tsv', [{k: r[k] for k in ['source', 'patient', 'lineage', 'cell_n', 'state_n', 'eligible', 'reason', 'residual_Pearson', 'residual_Spearman']} for r in primary])	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A056	Local import dependency of PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/02_analyze.py	scripts/02_state_architecture/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/coupling_math.py	No direct I/O expression detected; helper/imported behavior requires module contract review	No direct I/O expression detected; helper/imported behavior requires module contract review	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Local import dependency of PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/02_analyze.py; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A057	Analytical module WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1	scripts/05_spatial/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/00_feasibility_freeze.py	read(C / 'COMPLETE_SHA256_MANIFEST.tsv') | read(C / 'eligible_manifests/WU_ELIGIBLE_MAPPED_CELL_MEMBERSHIP.tsv.gz') | read(C / 'eligible_manifests/WU_ELIGIBLE_REGION_SPOTS.tsv')	save(pd.DataFrame(ver), 'QA/ANALYSIS_C_MANIFEST_VERIFICATION.tsv') | save(pd.DataFrame(binding), 'WU_AF35_DC_CD8_TOPOLOGY_SOURCE_BINDING_AUDIT.tsv') | write_json('QA/PROTECTED_BASELINE.json', {'created_utc': now(), 'scope_directories': [str(p) for p in scope_dirs], 'files': records})	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A058	Analytical module WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1	scripts/05_spatial/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/01_topology.py	read(OUT / 'data/FROZEN_DC_CD8_HIGH_LOW_CELLS.tsv.gz') | read(OUT / 'WU_AF35_DC_CD8_TOPOLOGY_ELIGIBILITY.tsv') | (OUT / 'QA/OUTCOME_START.json').read_text()	write_json('QA/OUTCOME_START.json', {'started_utc': now(), 'freeze_time_utc': lock['freeze_time_utc'], 'freeze_lock_sha256': sha(OUT / 'WU_AF35_DC_CD8_TOPOLOGY_FREEZE_LOCK.json'), 'protocol_sha256': lock['protocol_sha256']}) | save(regions, 'WU_AF35_DC_CD8_TOPOLOGY_REGION_METRICS.tsv') | save(pd.DataFrame(null_rows), 'data/WU_ALL_MARK_PERMUTATION_VALUES.tsv.gz')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Mapped in supplied current-entrypoint table; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
A059	Local import dependency of WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/00_feasibility_freeze.py	scripts/05_spatial/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/common.py	pd.read_csv(p, sep='\t', dtype={'patient_id': str, 'cell_id': str, 'region_id': str, 'spot_id': str}) | (OUT / 'WU_AF35_DC_CD8_TOPOLOGY_FREEZE_LOCK.json').read_text(encoding='utf-8') | f.read(2 ** 20)	d.to_csv(OUT / name, sep='\t', index=False, na_rep='NA', float_format='%.16g') | (OUT / name).write_text(json.dumps(data, ensure_ascii=False, indent=2), encoding='utf-8')	Python	environment/Python_environment.txt	ACTIVE_CURRENT	Local import dependency of WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/00_feasibility_freeze.py; archive reconstruction in an isolated working directory required; dynamic paths and freeze prerequisites not executed or certified; Full expressions: provenance/DIRECT_IO_CONTRACT.tsv; output directories are script-created in the isolated workspace; static discovery is not complete dependency closure
