file	sha256	original_artifact	original_sha256	rows	retained_columns	removed_columns	identifier_action	local_path_cells_sanitized	numerical_values_unchanged	redistribution_basis
derived_data/publication_source_tables/S07_06.tsv	dcbd2fcfdc798409692c3b540d6fca589c81c38f4b8b841142dbeca5c5eb57e5	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_06.tsv	e5e6915f635be848d6e7bd5838d32a3413dfb9311aca5fefd4f5cff354fbcff2	46	row_type | identity | context | score | plot_unit | eligible_cells | positive_cells | reference_cells | supported_states | eligible_states | supported_cells | excluded_cells | raw_effect | adjusted_effect | supported_cell_raw_effect | attenuation_difference | adjusted_to_raw_ratio | attenuation_fraction | biological_replicate		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S07_07.tsv	49a3ed3170a444911bb0d2167737de38c0af1765d7fff0bd9c6dccce751534f4	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_07.tsv	37d335e638b9bc3f602e43636302ead6c5cd09e4a1c3ea92ba67f82f68989cb8	5	context | metric | n_patients | mean_patient_effect | median_patient_effect | bootstrap_ci_low | bootstrap_ci_high | positive_patients | negative_patients | zero_patients | wilcoxon_signed_rank_p		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S07_08.tsv	82ea2e907a3011c412dc46faf33defa32fb2e401e45414b8a10c98597492bbd6	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_08.tsv	f8fd9c00acacc7973370fea61e0eadb41d47d14225404df99ac6fec4e82ee7ff	152	analysis_family | analysis_id | scope | plot_unit | response_group | tissue | n_patients | n_clones | estimate_name | estimate | ci_low | ci_high | secondary_metric | secondary_value | positive_units | negative_units | p_value_descriptive | interpretation		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_01.tsv	130951c1be77fca78f93c976c89e40c48e828df9a0a1a271f4bdfa5a1f276349	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_01.tsv	2ad64428d414c97ed3fe13c334228576eeb207408bb41500bfbaceb2e93e1c7b	28	identity | context | score | estimate | eligible_patient_n | mean_patient_effect | median_patient_effect | bootstrap_ci_low | bootstrap_ci_high | bootstrap_draws | positive_patient_n | negative_patient_n | zero_patient_n | positive_direction_fraction | loo_mean_min | loo_mean_max | loo_positive_direction_fraction | seed | biological_replicate | within_patient_weighting | raw_mean | adjusted_mean | attenuation_difference | adjusted_to_raw_ratio | attenuation_fraction	eligible_patients	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_02.tsv	2d00407477f63d73eadc62f6dce67826a6119dc48d9c9fa743ac9e382f641c2d	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_02.tsv	43a964efcbe0691aed0b57dca6f1ccb57478490b02b1e57f75645946e5de7777	5	compartment | component | R_n | NR_n | mean_R | mean_NR | raw_R_minus_NR | bootstrap_ci_low | bootstrap_ci_high | units		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_03.tsv	a8190957854cdd2a770937550f20429c8f0c61f481ae28762fb6c893acad8bd2	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_03.tsv	0911ef309b7327a46bf67349040096e206ee59ab9b56982496d7f7eff05d47b2	5	compartment | component | draws | observed | bootstrap_median | ci_low | ci_high | interval | frozen_component_model_not_refit		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_04.tsv	dbfe90e9344f3fe08f0e91f793edf2b51ca856cc3b7203829416f851fde6afd6	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_04.tsv	4b404c56e24de588670038ce2193320ae9f45aa76db5db65e5ab2076417411b2	4	component | estimate | bootstrap_ci_low | bootstrap_ci_high | bootstrap_draws | seed | R_n | NR_n | exact_two_sided_p | exact_assignments | mean_R_change | mean_NR_change		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_05.tsv	07449042d7b9748aace8d9392aa0ebd36af3907c4237fbbfacde2981e55148a3	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_05.tsv	80abeb460b537675f844338c0ed2a7ab9e6d4f1f1479aba134c55d25c5ce99a1	7	plot_unit | resolved_cells | clone_count | O_CELL | O_CLONE | D_SIZE | O_CELL_clone_formula | O_CLONE_clone_formula | population_cov_n_A | mean_local_clone_size | covariance_over_mean | cell_formula_error | clone_formula_error | patient_identity_error | covariance_identity_error | clone_contribution_sum_error		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_06.tsv	f7f51e9c7876424cf59bae722b40b5903159b609ae656339c6af24399b0c670e	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_06.tsv	0846eb8a5e27bf70a5ac3a81424037a4b7c75caaa68c0866b5591431f1337619	20	state_order | released_state | alpha_s | mean_p_cell_R | mean_p_cell_NR | mean_p_clone_R | mean_p_clone_NR | CELL_WEIGHTED_STATE_CONTRIBUTION | CLONE_EQUAL_STATE_CONTRIBUTION | CLONE_SIZE_STATE_CONTRIBUTION		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S08_07.tsv	71e798e6fa4264552fc1373013537b01619d1b0d1397e4580a11bf3a63efba97	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_07.tsv	77daff8705363ada478b53fba4c496b2d554fd37d0b850492bc5e419d1031557	4	component | R_n | NR_n | mean_R | mean_NR | raw_R_minus_NR | bootstrap_ci_low | bootstrap_ci_high | units		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S09_01.tsv	073855766cf6ecd31ea61ba4726eb3f0cce55674f5d1028fcce0533605d9fcfc	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_01.tsv	d15aba91c12c16dc6cd2a022cc87d790ec08086d32e2ac7e878386f95209335a	20	cohort | record_type | plot_unit | response | timing | n_spots | conditional_moran | raw_target_moran | broad_immune_moran | raw_target_minus_broad_moran | conditional_random_moran_mean | conditional_random_moran_sd | conditional_random_null_z | geometry | inference_unit | n_patients | n_responder | n_nonresponder | conditional_R_minus_NR | conditional_R_mean | conditional_NR_mean | bootstrap_ci_low | bootstrap_ci_high | exact_permutation_p_two_sided | loo_min | loo_max | loo_same_direction_fraction | raw_target_R_minus_NR | broad_immune_R_minus_NR | matched_random_response_null_mean | matched_random_response_null_sd | matched_random_response_null_z | matched_random_response_empirical_p | conditional_cohort_mean | matched_random_cohort_mean_null_mean | matched_random_cohort_mean_null_sd | matched_random_cohort_mean_null_z | matched_random_cohort_mean_empirical_p | conditional_support	sample_id	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S09_02.tsv	a319291a428d21ad91a32f5502b37a06d9b721f33a5fec9405d11ff803d24f7c	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_02.tsv	b85d2f994c589b524261ca033218c18b306ed06e257afcf1be252fb474958a5d	20	status | n_pairs | mean_pair_distance | max_pair_distance | conditional_score_high_minus_low | local_conditional_neighbor_high_minus_low | raw_program_high_minus_low | broad_immune_high_minus_low | log_total_high_minus_low | log_detected_high_minus_low | cohort | record_type | plot_unit | response | timing | n_patients | n_patients_estimated | regional_local_effect_R_minus_NR | bootstrap_ci_low | bootstrap_ci_high | exact_permutation_p_two_sided | loo_min | loo_max | loo_same_direction_fraction | inference_unit	sample_id	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S09_03.tsv	bc7f884be017e644c4fbe0169955e7efff2a887daa9febc95d1181ea64613d7e	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_03.tsv	723dbee086d71f64323806389ba1c87bf5f75262cea1ab72b0d887a71d75b18a	11	plot_unit | response | total_source_spots | tissue_included_spots | zero_total_count_spots | zero_count_spots_in_original_analysis | spots_entering_original_residualization | spots_entering_original_knn | out_of_tissue_spots | explicit_analysis_tissue_filter | disconnected_tissue_islands | neighbor_distance_summary | classification | sensitivity_retained_spots	sample_id | coordinate_source	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S09_04.tsv	df94cc55ae6ff520db028a174dc11b863fc20c6b895a570e91f88795d933fdc0	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_04.tsv	84cd11c645731d10cf7ca6985561a2638fa36754f140243c0ca8532465d71e1e	11	plot_unit | response | frozen_moran | recovered_original_moran | filtered_moran | change	sample_id	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S09_05.tsv	25d1d5e4078a83b70727a6fb244521f2f250e956ffc22097aa777704c7369cdd	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_05.tsv	25d1d5e4078a83b70727a6fb244521f2f250e956ffc22097aa777704c7369cdd	1	n_responder | n_nonresponder | responder_mean | nonresponder_mean | effect | bootstrap_ci_low | bootstrap_ci_high | exact_permutation_p_two_sided | loo_min | loo_max | loo_same_direction_fraction | analysis | seed		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S10_01.tsv	fe68342ad062b591938ab619ba2f48f972ad10a87e5436b8608d9606f6aea767	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_01.tsv	fe68342ad062b591938ab619ba2f48f972ad10a87e5436b8608d9606f6aea767	19	family | feature | label | state | n | mean | median | positive_patient_fraction | ci_low | ci_high | loo_min | loo_max | loo_same_direction_fraction | p_exact | bootstrap_draws | seed | inference_unit | status | q_BH_family		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S10_02.tsv	24f534bf461216b98f4d4db525af4fbf9ec5b31a17dafa1b8d4af9a31b56cce0	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_02.tsv	23b3f759c34e2a2763a6fe00b20d7c862cd26c21d33e0d2bb0f983428ae450b7	90	status | beta_conditional | n_spots | n_regions | model_rank | residual_df | plot_unit | response | marker | role | formula_contract | inference_unit | record_status | biological_unit | adjacent_section_status | semantic_boundary		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S10_03.tsv	4461806318324b217e07a36c7a15b7b9f2a2650f34046542c839cad4bf0d4071	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_03.tsv	4461806318324b217e07a36c7a15b7b9f2a2650f34046542c839cad4bf0d4071	14	family | feature | label | state | n | mean | median | positive_patient_fraction | ci_low | ci_high | loo_min | loo_max | loo_same_direction_fraction | p_exact | bootstrap_draws | seed | inference_unit | status | q_BH_family		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S10_04.tsv	a3523750d6ede33f967f75ddb6bc4a051e675e199665f48ee1001fb366523b2e	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_04.tsv	a3523750d6ede33f967f75ddb6bc4a051e675e199665f48ee1001fb366523b2e	1	N_evaluable | N_authoritative | mean_DELTA_TOPOLOGY | median_DELTA_TOPOLOGY | n_positive | positive_fraction | exact_two_sided_P | bootstrap_CI_low | bootstrap_CI_high | bootstrap_resamples | sign_configurations | positive_count_required | direction_consistency_pass | mean_positive | primary_P_pass | abundance_adjusted_positive | primary_gate		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S10_05.tsv	d0c50fedada9252a01293a7c5ce29e3a1644e9ed74bf6ec6221438d760a8c8fd	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_05.tsv	245726a3e3ff542294546fbaad88aa2671bb4e2cb2ff59421edbdf62e06594ef	10	plot_unit | state | n_HIGH_regions | n_LOW_regions | HIGH_proximity_enrichment | LOW_proximity_enrichment | DELTA_TOPOLOGY | status | weighting	HIGH_regions | LOW_regions	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S10_06.tsv	40158fb6af6f93da200c72e6bc28f11a18275beb8908670c651cf9ec9deec81b	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_06.tsv	0b0e7cc32933fe5cf993e88a67be78e8a8f06e9d91fd34dcfcce4e8c1df801ac	34	plot_unit | state | stratum | n_DC | n_CD8 | n_union | count_evaluable | count_reason | duplicate_XY_positions	region_id	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_01.tsv	bdfa34329b44da2e05d1d84d0abcd08df9e81bacc2a12d95778382b2a384519b	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_01.tsv	52d7465f55128f92574ae35222e15fe66e5ad58d895cf05aabbff472cad93c3b	78	cohort | plot_unit | analysis_included | response_group		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_02.tsv	5214a9f93e73fe0d542119f233d0b9d1752cb160fae51dff403af98b19e4da9a	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_02.tsv	36d6ca13636608d535684993481615e802c0824273ec24c59472cf926ce3b806	38	plot_unit | timepoint | recist_category | tumor_size_change_percent | response_group | surgery | major_pathological_response | pathological_response_group | mapping_status	sample_accession | sample_title | endpoint_source	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_03.tsv	ff8be9686eb0e151b1e820f9dfc05c557302b985471c2bcdb7e97dcb58aeff7e	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_03.tsv	ff8be9686eb0e151b1e820f9dfc05c557302b985471c2bcdb7e97dcb58aeff7e	2	dataset | population | metric | n | n_responder | n_nonresponder | responder_mean | nonresponder_mean | responder_minus_nonresponder | hedges_g | hedges_g_ci_low | hedges_g_ci_high | bootstrap_draws | firth_or_per_sd | firth_ci_low | firth_ci_high | firth_p | permutation_p_two_sided | permutation_method | permutation_allocations_or_draws | loo_hedges_g_min | loo_hedges_g_max | loo_positive_fraction | loo_same_direction_fraction | biological_replicate | seed | analysis_version | primary_interval_source		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_04.tsv	a234eb40472e605fc899afc476f6bace69371ce88db9dd80ef65846dbadf4845	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_04.tsv	a234eb40472e605fc899afc476f6bace69371ce88db9dd80ef65846dbadf4845	2	dataset | population | metric | n | n_responder | n_nonresponder | responder_mean | nonresponder_mean | responder_minus_nonresponder | hedges_g | hedges_g_ci_low | hedges_g_ci_high | bootstrap_draws | firth_or_per_sd | firth_ci_low | firth_ci_high | firth_p | permutation_p_two_sided | permutation_method | permutation_allocations_or_draws | loo_hedges_g_min | loo_hedges_g_max | loo_positive_fraction | loo_same_direction_fraction | biological_replicate | seed | analysis_version | primary_interval_source		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_05.tsv	dfca0f5db2d613fa92ca373e3091cb3687b9f3411220f8e2efc48b8f60404cdb	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_05.tsv	73db1df5b1450058bb67df7c21d23d75c158a59ba34c1c8b15dcbba570d5054d	40	plot_unit | PTPN22_z | AF_program_z | broad_immune_z | specimen_timing | specimen_type | best_response | published_overall_response | primary_group | primary_included | itt_sensitivity_group | biological_replicate | PTPN22_broad_residual_z | AF_broad_residual_z	sample_accession | sample_alias | run_accession | mapping_authority	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_06.tsv	b41ed6ab4c04e8fbd7bf1a63606e2d4ef9ea6fdb88267074e4e5c1f5ed014ab9	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_06.tsv	9e49c9dd0165b355a9028fa9bf79ebb35b5ac9c6917f66e9deb37800f5e312aa	38	plot_unit | PTPN22_expression | AF35_score | broad_immune_score | PTPN22_broad_immune_residual | AF35_broad_immune_residual		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_07.tsv	48c9fcbb1d0bd6289958a9d1183fc1d945b5327f92686d1889f456ef3b4c13ba	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_07.tsv	48c9fcbb1d0bd6289958a9d1183fc1d945b5327f92686d1889f456ef3b4c13ba	2	cohort | n | responders | nonresponders | full_AF35_g | residual_AF35_g | delta_g | retained_fraction | reference_full_g | reference_abs_error		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_08.tsv	c51fa59d241776ba383795be09665baeff6c0d79db0f6a82cca5ef8038f9d36a	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_08.tsv	c51fa59d241776ba383795be09665baeff6c0d79db0f6a82cca5ef8038f9d36a	2	cohort | draws | finite_draws | nonfinite_draws | seed | observed_delta_g | delta_q025 | delta_q975 | proportion_delta_lt_zero | interpretation | residual_model_refit_in_bootstrap		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_09.tsv	ef4c4df0f4e6b3a126ed0ba718a57a2e3ae96892020881e96d2059c60fd80aaf	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_09.tsv	537cdf99ef13125581bd7b3f58f012d777071fb9175160a2ae98585357e6144d	73	cohort | n | full_g | residual_g | delta_g | retained_fraction | refit_intercept | refit_broad_immune_beta | residual_model_refit	omitted_patient	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_10.tsv	fcea3cfd53838afa10fe73df671494e5757d661eedf1060e50be5baba28adc0e	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_10.tsv	fcea3cfd53838afa10fe73df671494e5757d661eedf1060e50be5baba28adc0e	2	dataset | n | n_R | n_NR | g_PTPN22 | g_AF35 | delta_g | delta_ci_low | delta_ci_high | bootstrap_positive_fraction | bootstrap_draws | valid_draws | seed | loo_delta_min | loo_delta_max | loo_positive_fraction | g_PTPN22_ci_low | g_PTPN22_ci_high | g_AF35_ci_low | g_AF35_ci_high		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_11.tsv	79cec6780fdd5b3d3ceea1ce2a073cd7480ba5460091adb9b5447cc89003a69b	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_11.tsv	79cec6780fdd5b3d3ceea1ce2a073cd7480ba5460091adb9b5447cc89003a69b	16	dataset | comparator | candidate | n | n_R | n_NR | parameters_excluding_intercept | events_per_parameter | candidate_conditional_coefficient | candidate_conditional_or_per_sd | conditional_ci_low | conditional_ci_high | conditional_profile_p | coefficient_direction | convergence | convergence_max | nested_penalized_lr_statistic | nested_penalized_lr_df | nested_penalized_lr_p | loo_candidate_coefficient_positive_fraction | loo_candidate_coefficient_same_direction_fraction | loo_fit_success_n | loo_total_n | conditional_uncertainty_nonnull | model_warning | model_scope | biological_replicate		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_12.tsv	e479f679c658a23307fe1edde5298fc29f4f31630281110973a257fb11919cf1	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_12.tsv	e479f679c658a23307fe1edde5298fc29f4f31630281110973a257fb11919cf1	5	dataset | metric | metric_column | n | n_responder | n_nonresponder | responder_mean | nonresponder_mean | responder_minus_nonresponder | hedges_g | hedges_g_ci_low | hedges_g_ci_high | bootstrap_draws | firth_or_per_sd | firth_ci_low | firth_ci_high | firth_p | permutation_p_two_sided | permutation_draws | loo_hedges_g_min | loo_hedges_g_max | loo_same_direction_fraction | biological_replicate | seed		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S11_13.tsv	2dde736d5e92e8ad18602fe1d043e0a5f11d3e7e0ffafb52d83887fa279c253f	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_13.tsv	5631937cfca86eda1e42f5d1103eb7dd761a5f14d2f020405f033ef4629ffbc4	147	PTPN22_z | AF_program_z | broad_immune_z | PTPN22_broad_residual_z | AF_broad_residual_z | plot_unit | response	sample_title | gsm	Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S12_01.tsv	3e6a84f408c5e3f42c4386f3172ad0fc80d02387dd0e84291b18f24e23bcf8df	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S12_01.tsv	3e6a84f408c5e3f42c4386f3172ad0fc80d02387dd0e84291b18f24e23bcf8df	70	cohort | subset_id | retained_gene_count | retained_fraction | hedges_g | full_AF35_hedges_g | delta_g | absolute_delta_g | direction | score_rho | rho_population_n | omitted_gene | gene_rank		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S12_02.tsv	a9be0632be1ea39c19b2e3826858c3bb785d81bc7bafc3afeec76dda06320dea	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S12_02.tsv	a9be0632be1ea39c19b2e3826858c3bb785d81bc7bafc3afeec76dda06320dea	10000	cohort | subset_id | retained_gene_count | retained_fraction | hedges_g | full_AF35_hedges_g | delta_g | absolute_delta_g | direction | score_rho | rho_population_n | dropout_percent | actual_removed_fraction | draw		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S12_03.tsv	feb9e5ea8b7254f3ff8a1538005d900a2be4e827baa41d5824e781fce6da61e4	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S12_03.tsv	feb9e5ea8b7254f3ff8a1538005d900a2be4e827baa41d5824e781fce6da61e4	12	cohort | analysis | level | n | delta_g_min | delta_g_max | g_min | g_median | g_max | positive_fraction		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S13_01.tsv	1d057ad8a5124c80018e6de2c8a5d3722e98b5f664be10473e5e253cfff33194	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S13_01.tsv	9b54de39f3286663aa707367dd4b208a325d66f9720903458c9835774a21e004	70000	program_id | position | AF35_gene | matched_gene | distance | pool_rank | sampling_step | master_seed		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S13_02.tsv	ad210120deff2f6567825e90688ade7ef37971c7d22327ea5213601176f0a631	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S13_02.tsv	ad210120deff2f6567825e90688ade7ef37971c7d22327ea5213601176f0a631	2001	program_id | g_ERP | g_GSE | mean_g | min_g | both_positive | both_ge_corresponding_AF35		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S13_03.tsv	633c059412341e4a2ebda8e3d3ac9ebe3d1ca09db7520e0919a0c3a42cb71117	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S13_03.tsv	633c059412341e4a2ebda8e3d3ac9ebe3d1ca09db7520e0919a0c3a42cb71117	2	cohort | n | n_R | n_NR | program_n | AF35_g | random_q025 | random_q25 | random_median_g | random_q75 | random_q975 | AF35_percentile | n_random_ge_AF35 | fraction_random_ge_AF35 | n_random_positive | fraction_random_positive		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S13_04.tsv	61e46155c1ac04c0b44fea541ac4a304e240e30677a9a2058128efd9d2331da4	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S13_04.tsv	61e46155c1ac04c0b44fea541ac4a304e240e30677a9a2058128efd9d2331da4	4002	cohort | program_id | n | n_R | n_NR | hedges_g | direction		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
