script	status	scientific_role	dataset	figure_or_table_supported	environment	known_external_inputs	runnable_as_is	notes
scripts/current/06_clinical/sources/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	FROZEN_ANALYSIS_SCRIPT	Patient-resolved clone context / temporal linkage	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3; Tables S7,S8	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	HISTORICAL_SCRIPT	Patient-resolved clone context / temporal linkage	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3; Tables S7,S8	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	FROZEN_ANALYSIS_SCRIPT	Patient-resolved clone context / temporal linkage	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3; Tables S7,S8	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	HISTORICAL_SCRIPT	Patient-resolved clone context / temporal linkage	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3; Tables S7,S8	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	FROZEN_ANALYSIS_SCRIPT	Patient-resolved clone context / temporal linkage	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3; Tables S7,S8	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	HISTORICAL_SCRIPT	Patient-resolved clone context / temporal linkage	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3; Tables S7,S8	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/05_spatial/HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/audit/wu_bounded_sensitivity.R	FROZEN_ANALYSIS_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/05_spatial/sources/HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/audit/wu_bounded_sensitivity.R	HISTORICAL_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/05_spatial/HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/scripts/module_d_prepare_spatial_tables.R	FROZEN_ANALYSIS_SCRIPT	Conditional spatial / adjacent-section context	GSE238264	Figure 4; Tables S9,S10	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/05_spatial/sources/HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/scripts/module_d_prepare_spatial_tables.R	HISTORICAL_SCRIPT	Conditional spatial / adjacent-section context	GSE238264	Figure 4; Tables S9,S10	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	FROZEN_ANALYSIS_SCRIPT	Biological anchor selection / cohort synthesis	GSE206325; GSE326201	Figure 1B,D; Tables S2,S5	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/01_anchor/sources/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	HISTORICAL_SCRIPT	Biological anchor selection / cohort synthesis	GSE206325; GSE326201	Figure 1B,D; Tables S2,S5	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/HCC_ICI_project/04_scripts/config.R	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/HCC_ICI_project/04_scripts/config.R	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	FROZEN_ANALYSIS_SCRIPT	Patient-resolved clone context / temporal linkage	GSE202069; GSE206325; GSE215011; GSE235863; GSE238264; GSE279750	Figure 3; Tables S7,S8	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/04_clonotype/sources/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	HISTORICAL_SCRIPT	Patient-resolved clone context / temporal linkage	GSE202069; GSE206325; GSE215011; GSE235863; GSE238264; GSE279750	Figure 3; Tables S7,S8	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase15b_public_replication/01_prepare_response_blind_inputs.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	GSE287319; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	GSE287319 branch was not used for the final manuscript. Shared GSE302495/GSE287319 code is archival, not a current manuscript entrypoint. Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase15b_public_replication/01_prepare_response_blind_inputs.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	GSE287319; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. GSE287319 branch was not used for the final manuscript.
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase15b_public_replication/02_lock_outcome_maps.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	GSE287319 branch was not used for the final manuscript. Shared GSE302495/GSE287319 code is archival, not a current manuscript entrypoint. Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase15b_public_replication/02_lock_outcome_maps.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. GSE287319 branch was not used for the final manuscript.
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase15b_public_replication/03_analyze_public_replication.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	GSE287319; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	GSE287319 branch was not used for the final manuscript. Shared GSE302495/GSE287319 code is archival, not a current manuscript entrypoint. Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase15b_public_replication/03_analyze_public_replication.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	GSE287319; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. GSE287319 branch was not used for the final manuscript.
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase15c_public_benchmark/01_run_phase15c_benchmark.R	FROZEN_ANALYSIS_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase15c_public_benchmark/01_run_phase15c_benchmark.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase19/03_phase19b_response_blind_scoring.R	FROZEN_ANALYSIS_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase19/03_phase19b_response_blind_scoring.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase19/04_phase19b_freeze_response_blind_tables.py	FROZEN_ANALYSIS_SCRIPT	Pretreatment clinical association and comparator sensitivity	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase19/04_phase19b_freeze_response_blind_tables.py	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/phase19/05_phase19b_outcome_analysis.R	FROZEN_ANALYSIS_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/phase19/05_phase19b_outcome_analysis.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE302495	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/04_clonotype/HCC_ICI_project/04_scripts/phase3/03_independent_scrna_sctcr_clone_state.R	FROZEN_ANALYSIS_SCRIPT	Patient-resolved clone context / temporal linkage	GSE235863	Figure 3; Tables S7,S8	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/04_clonotype/sources/HCC_ICI_project/04_scripts/phase3/03_independent_scrna_sctcr_clone_state.R	HISTORICAL_SCRIPT	Patient-resolved clone context / temporal linkage	GSE235863	Figure 3; Tables S7,S8	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	FROZEN_ANALYSIS_SCRIPT	Patient-resolved clone context / temporal linkage	GSE235863	Figure 3; Tables S7,S8	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/04_clonotype/sources/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	HISTORICAL_SCRIPT	Patient-resolved clone context / temporal linkage	GSE235863	Figure 3; Tables S7,S8	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/06_clinical/HCC_ICI_project/04_scripts/pretreatment_clinical_translation/01_gse104580_tace_falsification.R	FROZEN_ANALYSIS_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE104580	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/06_clinical/sources/HCC_ICI_project/04_scripts/pretreatment_clinical_translation/01_gse104580_tace_falsification.R	HISTORICAL_SCRIPT	Pretreatment clinical association and comparator sensitivity	ERP117672; GSE104580	Figure 3E-H and Figure 5; Tables S8,S11-S14	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/05_spatial/HCC_ICI_project/04_scripts/spatial_specificity_rescue/01_spatial_specificity_rescue.R	FROZEN_ANALYSIS_SCRIPT	Conditional spatial / adjacent-section context	GSE238264	Figure 4; Tables S9,S10	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/05_spatial/sources/HCC_ICI_project/04_scripts/spatial_specificity_rescue/01_spatial_specificity_rescue.R	HISTORICAL_SCRIPT	Conditional spatial / adjacent-section context	GSE238264	Figure 4; Tables S9,S10	environment/R_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/01_source_audit.py	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	GSE149614; GSE235863; GSE326201	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/01_source_audit.py	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	GSE149614; GSE235863; GSE326201	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/05_run_analysis.py	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	GSE235863	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/05_run_analysis.py	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	GSE235863	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/coupling_math.py	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/coupling_math.py	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/07_perturbation/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/04_projection.py	FROZEN_ANALYSIS_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/07_perturbation/sources/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/04_projection.py	HISTORICAL_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/07_perturbation/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/common.py	FROZEN_ANALYSIS_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/07_perturbation/sources/PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/scripts/common.py	HISTORICAL_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
